relative_path,boxes_processed,mean_abs_diff,max_abs_diff
day4/members/stevan/11_0074.webp,7,1.2437608506944444,110
day1/members/allie/09_0273.webp,6,1.8385145399305556,108
day1/members/bjorn/09_0300.webp,6,4.126139322916667,159
day1/members/cathal/14_0708.webp,6,1.8222023292824074,100
day1/members/florian/17_0649.webp,6,1.7879774305555556,78
day1/members/onanong/14_0406.webp,6,5.012324580439815,145
day1/members/stevan/11_0011.webp,6,0.5542082609953703,46
day1/members/stevan/18_0014.webp,6,1.0717321325231481,71
day1/members/tien/14_0211.webp,6,1.421070240162037,92
day1/members/werner/18_0148.webp,6,1.383861400462963,78
day2/members/allie/11_0188.webp,6,1.4315049913194444,139
day2/members/allie/11_0505.webp,6,1.6598668981481481,101
day2/members/cathal/11_0063.webp,6,2.445050274884259,89
day2/members/stevan/11_0382.webp,6,0.9939778645833334,81
day2/members/werner/20_0007.webp,6,6.934615523726852,153
day3/members/florian/15_0318.webp,6,1.4420844184027777,107
day3/members/stevan/18_0537.webp,6,1.5361599392361112,101
day3/members/stevan/20_0667.webp,6,1.6423430266203705,76
day4/members/bjorn/13_0126.webp,6,1.0027036313657407,68
day4/members/florian/13_0005.webp,6,1.0827003761574074,80
day4/members/klaus/11_0401.webp,6,1.049244068287037,86
day4/members/klaus/13_0503.webp,6,1.2422236689814814,90
day4/members/luca/11_0464.webp,6,3.058765552662037,94
day4/members/luca/11_0578.webp,6,1.3607132523148149,82
day4/members/luca/14_0018.webp,6,1.2073115596064814,90
day4/members/onanong/13_0378.webp,6,1.4222366898148149,80
day4/members/onanong/14_0177.webp,6,1.3365162037037037,78
day4/members/werner/11_0358.webp,6,3.662697120949074,184
day1/members/allie/10_0339.webp,5,1.0175419560185186,92
day1/members/allie/14_0135.webp,5,1.0241066261574074,87
day1/members/bjorn/10_0130.webp,5,2.2886555989583335,169
day1/members/cathal/09_0001.webp,5,3.3975423177083335,118
day1/members/cathal/10_0676.webp,5,0.7440230758101852,72
day1/members/cathal/10_0708.webp,5,0.6660789207175926,91
day1/members/florian/08_0717.webp,5,2.587420428240741,89
day1/members/klaus/09_0114.webp,5,2.4818974247685186,95
day1/members/tien/15_0093.webp,5,1.2116789641203705,114
day1/members/werner/18_0011.webp,5,1.4531702112268519,82
day2/members/bjorn/11_0031.webp,5,1.1942816840277777,74
day2/members/klaus/10_0629.webp,5,0.9409631799768519,89
day2/members/klaus/19_0493.webp,5,1.3481083622685186,76
day2/members/luca/11_0416.webp,5,1.4688765914351851,124
day2/members/luca/19_0633.webp,5,5.656557436342593,116
day2/members/onanong/10_0518.webp,5,4.650472005208333,95
day2/members/onanong/12_0404.webp,5,3.6286078559027777,124
day2/members/onanong/14_0193.webp,5,1.3134403935185186,132
day2/members/tien/13_0604.webp,5,2.9083568431712963,152
day3/members/allie/18_0433.webp,5,1.186206958912037,90
day3/members/allie/18_0514.webp,5,1.1924280237268519,89
day3/members/bjorn/18_0629.webp,5,4.642975983796297,127
day3/members/bjorn/20_0140.webp,5,0.8209635416666666,55
day3/members/cathal/18_0053.webp,5,1.4168113425925926,93
day3/members/florian/20_0281.webp,5,1.3406213831018519,94
day3/members/klaus/18_0613.webp,5,1.377369068287037,110
