relative_path,policy_category,attempted_method,artifact_gate_action,final_method,selection_source,privacy_score,utility_score,balanced_score,component_runtime_seconds,output_path,status
day2/members/onanong/17_0489.webp,no_face,no_action_copy,not_required,no_action_copy,verified_no_face,1.0,1.0,1.0,0.0,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day2/members/onanong/17_0489.webp,ok
day2/members/onanong/18_0325.webp,medium_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6507567256788285,0.8873520138148817,0.5002640850200063,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day2/members/onanong/18_0325.webp,ok
day3/members/allie/08_0398.webp,no_face,no_action_copy,not_required,no_action_copy,verified_no_face,1.0,1.0,1.0,0.0,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/08_0398.webp,ok
day3/members/allie/10_0210.webp,no_face,no_action_copy,not_required,no_action_copy,verified_no_face,1.0,1.0,1.0,0.0,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/10_0210.webp,ok
day3/members/allie/10_0655.webp,no_face,no_action_copy,not_required,no_action_copy,verified_no_face,1.0,1.0,1.0,0.0,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/10_0655.webp,ok
day3/members/allie/12_0148.webp,small_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6061866215531381,0.8739809825771746,0.5002640850200063,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/12_0148.webp,ok
day3/members/allie/12_0237.webp,no_face,no_action_copy,not_required,no_action_copy,verified_no_face,1.0,1.0,1.0,0.0,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/12_0237.webp,ok
day3/members/allie/12_0570.webp,motion_blur_or_low_sharpness,riddle,fallback_layered,layered_blur_downscale_noise,train_fold_category,1.0,0.9697943454449682,0.9837544472444926,0.5094544628174063,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/12_0570.webp,ok
day3/members/allie/12_0712.webp,no_face,no_action_copy,not_required,no_action_copy,verified_no_face,1.0,1.0,1.0,0.0,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/12_0712.webp,ok
day3/members/allie/13_0693.webp,motion_blur_or_low_sharpness,riddle,fallback_layered,layered_blur_downscale_noise,train_fold_category,1.0,0.945935334203448,0.9751498500229944,0.5835959235298249,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/13_0693.webp,ok
day3/members/allie/16_0683.webp,medium_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6537212127348588,0.8884858078716413,0.48701446715726204,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/16_0683.webp,ok
day3/members/allie/17_0205.webp,single_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.5008304632864882,0.8475520487112896,0.22685115938519357,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/17_0205.webp,ok
day3/members/allie/17_0399.webp,medium_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6781600763184057,0.8955730190067548,0.5002640850200063,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/17_0399.webp,ok
day3/members/allie/18_0433.webp,small_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6687971321277352,0.8896207070467188,0.6738494239504591,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/18_0433.webp,ok
day3/members/allie/18_0514.webp,small_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6016690151154482,0.867723326473187,0.7736770106548189,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/18_0514.webp,ok
day3/members/allie/18_0535.webp,small_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.5895009921448598,0.8668078795577346,0.619304390687087,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/allie/18_0535.webp,ok
day3/members/onanong/10_0301.webp,small_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6243860413731865,0.8821617832880436,0.35472454362743716,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/10_0301.webp,ok
day3/members/onanong/11_0042.webp,medium_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6197120906931997,0.8805921896181429,0.36355762220259985,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/11_0042.webp,ok
day3/members/onanong/11_0248.webp,medium_face,riddle,fallback_layered,layered_blur_downscale_noise,train_fold_category,1.0,0.5615279843011814,0.8595660645680469,0.8203655436274372,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/11_0248.webp,ok
day3/members/onanong/11_0537.webp,medium_face,riddle,fallback_layered,layered_blur_downscale_noise,train_fold_category,1.0,0.5466337705532495,0.8551575502154808,0.785989587520856,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/11_0537.webp,ok
day3/members/onanong/11_0644.webp,medium_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.525389400295152,0.8530545324199095,0.32362658752085594,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/11_0644.webp,ok
day3/members/onanong/12_0488.webp,single_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6110953325439485,0.8806315094885279,0.22685115938519357,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/12_0488.webp,ok
day3/members/onanong/12_0703.webp,no_face,no_action_copy,not_required,no_action_copy,verified_no_face,1.0,1.0,1.0,0.0,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/12_0703.webp,ok
day3/members/onanong/14_0121.webp,high_clutter,pixelate,not_required,pixelate,train_fold_category,1.0,0.9972257831402868,0.98604691217522,0.703259,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/14_0121.webp,ok
day3/members/onanong/15_0413.webp,medium_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.659554543188097,0.8925449253666121,0.36355762220259985,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/15_0413.webp,ok
day3/members/onanong/15_0609.webp,no_face,no_action_copy,not_required,no_action_copy,verified_no_face,1.0,1.0,1.0,0.0,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/15_0609.webp,ok
day3/members/onanong/16_0114.webp,no_face,no_action_copy,not_required,no_action_copy,verified_no_face,1.0,1.0,1.0,0.0,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/16_0114.webp,ok
day3/members/onanong/16_0319.webp,single_face,riddle,fallback_layered,layered_blur_downscale_noise,train_fold_category,0.3333333333333333,0.6297823436236345,0.5461823795325463,0.7015136420443217,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/16_0319.webp,ok
day3/members/onanong/16_0351.webp,no_face,no_action_copy,not_required,no_action_copy,verified_no_face,1.0,1.0,1.0,0.0,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day3/members/onanong/16_0351.webp,ok
day4/members/allie/08_0040.webp,single_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6138008674381872,0.8814431699567994,0.22685115938519357,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/08_0040.webp,ok
day4/members/allie/09_0293.webp,single_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6831608301006069,0.9023371451508834,0.22243462009761228,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/09_0293.webp,ok
day4/members/allie/09_0451.webp,medium_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6112902981180861,0.8780656518456088,0.36355762220259985,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/09_0451.webp,ok
day4/members/allie/09_0480.webp,single_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.7619277860609537,0.9258812455436294,0.22685115938519357,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/09_0480.webp,ok
day4/members/allie/09_0677.webp,medium_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.5702642033316568,0.866516973330861,0.32362658752085594,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/09_0677.webp,ok
day4/members/allie/10_0446.webp,large_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6534883986457746,0.8892817462507276,0.44036753299739034,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/10_0446.webp,ok
day4/members/allie/11_0161.webp,mixed_scale_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6305046040864669,0.8781329486343383,0.6738494239504591,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/11_0161.webp,ok
day4/members/allie/11_0376.webp,medium_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6464334835189296,0.8811526669942313,0.7736770106548189,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/11_0376.webp,ok
day4/members/allie/12_0604.webp,small_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6472393104515503,0.8862967892466982,0.5002640850200063,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/12_0604.webp,ok
day4/members/allie/13_0245.webp,motion_blur_or_low_sharpness,riddle,fallback_layered,layered_blur_downscale_noise,train_fold_category,1.0,0.5959318765662311,0.871604264623832,0.9293954784739247,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/13_0245.webp,ok
day4/members/allie/18_0334.webp,single_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6173697830611833,0.8825138446436982,0.22685115938519357,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/allie/18_0334.webp,ok
day4/members/onanong/10_0182.webp,small_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.6446428543616952,0.8866280829655038,0.44036753299739034,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/onanong/10_0182.webp,ok
day4/members/onanong/11_0635.webp,medium_face,riddle,fallback_layered,layered_blur_downscale_noise,train_fold_category,1.0,0.5863543406229055,0.8670310830915859,1.138551423950459,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/onanong/11_0635.webp,ok
day4/members/onanong/11_0656.webp,mixed_scale_face,riddle,retain_riddle,riddle,train_fold_category,1.0,0.5313370842284248,0.8419822498164178,1.0470899362896313,outputs/03_anonymisation/15_materialised_adaptive_policy/images/day4/members/onanong/11_0656.webp,ok
