protocol,model,subgroup,image_count,ground_truth_boxes,prediction_boxes,ap,precision,recall,f1,true_positives,false_positives,false_negatives,zero_face_false_positive_images,zero_face_specificity,oapr_detector_score
02_egocentric_stress_500,retinaface_mobilenet,medium_face,150,550,497,0.8403171695370133,0.9356136820925554,0.8454545454545455,0.8882521489971347,465,32,85,0,,0.8651698600039938
02_egocentric_stress_500,retinaface_mobilenet,large_face,28,61,49,0.7023514432025545,0.8775510204081632,0.7049180327868853,0.7818181818181819,43,6,18,0,,0.7414063688068373
02_egocentric_stress_500,retinaface_mobilenet,mixed_scale_face,45,250,209,0.7855958237357332,0.9425837320574163,0.788,0.8583877995642702,197,12,53,0,,0.8210553230968092
02_egocentric_stress_500,retinaface_mobilenet,edge_or_partial_face,193,818,701,0.7973005939354548,0.9358059914407989,0.8019559902200489,0.8637261356155367,656,45,162,0,,0.830783526690996
02_egocentric_stress_500,retinaface_mobilenet,profile_or_occluded_face,206,862,746,0.8001091429437381,0.9302949061662198,0.8051044083526682,0.8631840796019901,694,52,168,0,,0.8321433759463539
02_egocentric_stress_500,retinaface_mobilenet,downward_egocentric_view,89,1,14,0.0,0.0,0.0,0.0,0,14,1,0,,0.0
02_egocentric_stress_500,retinaface_mobilenet,motion_blur_or_low_sharpness,94,127,113,0.6352839685717461,0.7522123893805309,0.6692913385826772,0.7083333333333333,85,28,42,0,,0.6873439423501266
02_egocentric_stress_500,retinaface_mobilenet,low_light_or_dim,99,204,177,0.75876859889258,0.8870056497175142,0.7696078431372549,0.8241469816272966,157,20,47,0,,0.7949824084177912
02_egocentric_stress_500,retinaface_mobilenet,high_clutter,190,577,539,0.858477698991408,0.922077922077922,0.8613518197573656,0.8906810035842293,497,42,80,0,,0.8747567259461372
02_egocentric_stress_500,retinaface_mobilenet,outdoor_or_vehicle_scene,18,4,6,1.0,0.6666666666666666,1.0,0.8,4,2,0,0,,0.9166666666666667
02_egocentric_stress_500,scrfd,all_images,500,1284,1236,0.9118618043458583,0.9538834951456311,0.9182242990654206,0.9357142857142856,1179,57,105,0,,0.9261627153356579
02_egocentric_stress_500,scrfd,multi_face,276,1206,1152,0.9188013694129628,0.9670138888888888,0.9237147595356551,0.9448685326547922,1114,38,92,0,,0.9333331157507628
02_egocentric_stress_500,scrfd,single_face,78,78,74,0.8182801191867124,0.8783783783783784,0.8333333333333334,0.855263157894737,65,9,13,0,,0.8433202939781889
02_egocentric_stress_500,scrfd,no_face,146,0,10,0.0,0.0,0.0,0.0,0,10,0,7,0.952054794520548,0.952054794520548
02_egocentric_stress_500,scrfd,very_small_or_distant_face,12,16,14,0.875,1.0,0.875,0.9333333333333333,14,0,2,0,,0.9020833333333332
02_egocentric_stress_500,scrfd,small_face,119,407,403,0.9234222671876181,0.9404466501240695,0.9312039312039312,0.9358024691358025,379,24,28,0,,0.9332778375789128
02_egocentric_stress_500,scrfd,medium_face,150,550,521,0.9214973754785563,0.9769673704414588,0.9254545454545454,0.9505135387488328,509,12,41,0,,0.9368705762768086
02_egocentric_stress_500,scrfd,large_face,28,61,52,0.7960276604304816,0.9423076923076923,0.8032786885245902,0.8672566371681416,49,3,12,0,,0.8331760760637883
02_egocentric_stress_500,scrfd,mixed_scale_face,45,250,236,0.9086936968546581,0.9661016949152542,0.912,0.9382716049382717,228,8,22,0,,0.9239780707260934
02_egocentric_stress_500,scrfd,edge_or_partial_face,193,818,766,0.9033621522423055,0.9686684073107049,0.9070904645476773,0.9368686868686869,742,24,76,0,,0.9206928144042326
02_egocentric_stress_500,scrfd,profile_or_occluded_face,206,862,814,0.9100523794934556,0.9680589680589681,0.91415313225058,0.9403341288782815,788,26,74,0,,0.9260889649883441
02_egocentric_stress_500,scrfd,downward_egocentric_view,89,1,1,0.0,0.0,0.0,0.0,0,1,1,0,,0.0
02_egocentric_stress_500,scrfd,motion_blur_or_low_sharpness,94,127,125,0.850894287103925,0.888,0.8740157480314961,0.8809523809523809,111,14,16,0,,0.8771483314585676
02_egocentric_stress_500,scrfd,low_light_or_dim,99,204,192,0.8400763227733506,0.9114583333333334,0.8578431372549019,0.8838383838383839,175,17,29,0,,0.8697034685086157
