method_id,protocol,label,support,precision,recall,f1,f2,route_eligible,label_family
selective_cv_hybrid_available_handoff_boxes,egocentric_stress_500,downward_egocentric_view,89,0.821782,0.932584,0.873684,0.908096,True,other
selective_cv_hybrid_available_handoff_boxes,egocentric_stress_500,motion_blur_or_low_sharpness,94,0.688679,0.776596,0.73,0.757261,True,image_quality
selective_cv_hybrid_available_handoff_boxes,egocentric_stress_500,low_light_or_dim,99,0.938144,0.919192,0.928571,0.922921,True,image_quality
selective_cv_hybrid_available_handoff_boxes,egocentric_stress_500,high_clutter,190,0.802885,0.878947,0.839196,0.862603,True,image_quality
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,no_face,137,1.0,1.0,1.0,1.0,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,single_face,83,1.0,1.0,1.0,1.0,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,multi_face,280,1.0,1.0,1.0,1.0,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,small_face,110,0.819549,0.990909,0.897119,0.951134,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,medium_face,73,0.48,0.986301,0.64574,0.81448,False,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,large_face,14,0.608696,1.0,0.756757,0.886076,False,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,mixed_scale_face,126,0.990476,0.825397,0.900433,0.853859,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,very_small_or_distant_face,40,1.0,0.8,0.888889,0.833333,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,edge_or_partial_face,183,0.847222,1.0,0.917293,0.96519,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,profile_or_occluded_face,0,0.0,0.0,0.0,0.0,False,not_safely_inferable_from_boxes
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,downward_egocentric_view,153,0.579399,0.882353,0.699482,0.798817,False,other
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,motion_blur_or_low_sharpness,100,0.805085,0.95,0.87156,0.916988,True,image_quality
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,low_light_or_dim,100,0.989899,0.98,0.984925,0.981964,True,image_quality
selective_cv_hybrid_reviewed_boxes_upper_bound,baseline_500,high_clutter,170,0.888298,0.982353,0.932961,0.961982,True,image_quality
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,no_face,146,0.993197,1.0,0.996587,0.998632,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,single_face,78,0.938272,0.974359,0.955975,0.966921,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,multi_face,276,0.996377,0.996377,0.996377,0.996377,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,small_face,119,0.76259,0.890756,0.821705,0.861789,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,medium_face,150,0.797101,0.733333,0.763889,0.745257,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,large_face,28,0.72,0.642857,0.679245,0.656934,False,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,mixed_scale_face,45,0.5,0.933333,0.651163,0.795455,False,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,very_small_or_distant_face,12,0.44,0.916667,0.594595,0.753425,False,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,edge_or_partial_face,193,0.867021,0.84456,0.855643,0.848958,True,box_geometry
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,profile_or_occluded_face,206,0.781991,0.800971,0.791367,0.797101,True,not_safely_inferable_from_boxes
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,downward_egocentric_view,89,0.354545,0.876404,0.504854,0.677083,False,other
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,motion_blur_or_low_sharpness,94,0.610169,0.765957,0.679245,0.728745,False,image_quality
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,low_light_or_dim,99,0.940594,0.959596,0.95,0.955734,True,image_quality
selective_cv_hybrid_reviewed_boxes_upper_bound,egocentric_stress_500,high_clutter,190,0.859375,0.868421,0.863874,0.866597,True,image_quality
