relative_path,method,face_crop_count,crop_ssim_mean,crop_lpips_mean,facenet_cosine_mean,facenet_reid_rate_060,landmark_pair_rate,landmark_geometry_score,background_preservation_score,face_region_utility_score,metric_status
day4/members/allie/12_0604.webp,falco,3,0.7516601213012143,0.416695237159729,0.1599973887205124,0.0,0.6666666666666666,0.205973756087642,0.998490035533905,0.45622686662276124,ok
day1/members/onanong/08_0572.webp,riddle,2,0.6137974195148146,0.448093980550766,0.0045633465051651,0.0,1.0,0.07745273729048208,0.9984908699989319,0.4101452908774226,ok
day1/members/onanong/08_0572.webp,falco,2,0.625791050233657,0.5070639252662659,0.004201328381896019,0.0,1.0,0.04103256097826202,0.9984095692634583,0.38228688400174904,ok
day3/members/stevan/09_0286.webp,riddle,2,0.7336213544334662,0.4269247353076935,0.08991684019565582,0.0,0.0,0.0,0.9984569549560547,0.29330510639786644,ok
day3/members/stevan/09_0286.webp,falco,2,0.7746528839218241,0.37179237604141235,0.1127205491065979,0.0,0.0,0.0,0.9985318183898926,0.3352323288025128,ok
day3/members/tien/20_0434.webp,riddle,3,0.742239771256131,0.33746540546417236,0.16581934690475464,0.0,1.0,0.3274000614421789,0.9987092614173889,0.5729012325681044,ok
day3/members/tien/20_0434.webp,falco,3,0.6881187945070413,0.40559911727905273,-0.001416971324943006,0.0,1.0,0.16441905502946697,0.9986183047294617,0.4791467794700145,ok
day4/members/werner/18_0362.webp,riddle,0,,,,,,,0.9989301562309265,,no_face
day4/members/werner/18_0362.webp,falco,0,,,,,,,0.9989301562309265,,no_face
day1/members/cathal/12_0342.webp,riddle,4,0.5768181829923836,0.4460098445415497,-0.00507456436753273,0.0,1.0,0.11982909514285722,0.9977355003356934,0.41241541520660085,ok
day1/members/cathal/12_0342.webp,falco,4,0.5764386400039432,0.46464067697525024,0.2641753554344177,0.0,1.0,0.13099758460554067,0.997626781463623,0.4118891086598454,ok
day3/members/florian/19_0198.webp,riddle,1,0.46024598069350725,0.5099923610687256,0.18295934796333313,0.0,0.0,0.0,0.9986128211021423,0.16108609324272752,ok
day3/members/florian/19_0198.webp,falco,1,0.5321282497307749,0.4638453722000122,0.1416139304637909,0.0,0.0,0.0,0.9986719489097595,0.2043222013057651,ok
day4/members/allie/18_0334.webp,riddle,1,0.5514303618179243,0.476034015417099,-0.09588098526000977,0.0,1.0,0.503479361343765,0.99822998046875,0.4808534592636653,ok
day4/members/allie/18_0334.webp,falco,1,0.5486169334708478,0.4888037443161011,-0.0059399837628006935,0.0,1.0,0.4679100050030017,0.9980853199958801,0.46459155580749667,ok
day4/members/werner/09_0017.webp,riddle,0,,,,,,,0.9987083077430725,,no_face
day4/members/werner/09_0017.webp,falco,0,,,,,,,0.9987083077430725,,no_face
day4/members/werner/12_0528.webp,riddle,3,0.6647176130996947,0.42514491081237793,0.2493346482515335,0.0,1.0,0.0,0.9985968470573425,0.42007871290399446,ok
