relative_path,method,output_path,status,box_count,runtime_seconds,SSIM,LPIPS,AdaFace_cosine_mean,AdaFace_reid_rate,ArcFace_cosine_mean,ArcFace_reid_rate,success,runtime_for_score,privacy_residual_rate,privacy_score,lpips_utility_score,utility_score,face_crop_count,crop_ssim_mean,crop_lpips_mean,facenet_cosine_mean,facenet_reid_rate_060,landmark_pair_rate,landmark_geometry_score,background_preservation_score,face_region_utility_score,metric_status,privacy_score_three_attacker,enhanced_success_score,enhanced_utility_score,runtime_score_constrained,runtime_score_high_compute,enhanced_balanced_score,enhanced_high_compute_score
day1/members/allie/14_0135.webp,riddle,outputs/03_anonymisation/12_riddle/images/day1/members/allie/14_0135.webp,ok,5,0.6835323140870315,0.9826672569749159,0.020257901400327682,0.09221714697778224,0.0,0.13425373435020446,0.0,1.0,0.6835323140870315,0.0,1.0,0.5948419719934464,0.788754614484181,5,0.7111152411991929,0.3971967101097107,0.2105190008878708,0.0,0.2,0.6963301311339176,0.9982543587684632,0.5152259624127955,ok,1.0,1.0,0.6729402628769166,0.8722262193855249,0.8961799678384404,0.8891047008016274,0.8803380903988427
day1/members/allie/15_0458.webp,riddle,outputs/03_anonymisation/12_riddle/images/day1/members/allie/15_0458.webp,ok,1,0.1367064628174062,0.9829730600011685,0.022982819005846977,0.003763231448829174,0.0,0.06652245670557022,0.0,1.0,0.1367064628174062,0.0,1.0,0.5403436198830605,0.7616583399421144,1,0.6649002494283796,0.4646153748035431,-0.0064531415700912,0.0,1.0,0.5981492553847637,0.9979658126831056,0.5499447137443523,ok,1.0,1.0,0.6794322741173325,0.9730290972534326,0.9744612583993145,0.901132591960543,0.8865243588610321
day1/members/allie/18_0412.webp,riddle,outputs/03_anonymisation/12_riddle/images/day1/members/allie/18_0412.webp,ok,3,0.4101193884522189,0.9816213513127852,0.03284085541963577,0.07509199436753988,0.0,0.09555888672669728,0.0,1.0,0.4101193884522189,0.0,1.0,0.34318289160728455,0.6624021214600349,3,0.7678982721839387,0.4041179120540619,0.1913123577833175,0.0,1.0,0.0,0.998158037662506,0.4667054429626378,ok,1.0,1.0,0.5981293738315834,0.9212499611123312,0.9315018526682639,0.8715638082607081,0.8559203734744674
day1/members/bjorn/09_0300.webp,riddle,outputs/03_anonymisation/12_riddle/images/day1/members/bjorn/09_0300.webp,ok,6,0.7937395411789495,0.9642552174708053,0.049088869243860245,0.029201608927299578,0.0,0.03015832199404637,0.0,1.0,0.7937395411789495,0.0,1.0,0.018222615122795105,0.4912389162968002,6,0.6422265805431389,0.4438932836055755,0.1019178256392479,0.0,1.0,0.0,0.9959545135498048,0.4069791069298847,ok,1.0,1.0,0.499580571338643,0.8532114194324757,0.8835419612197488,0.8351953133448404,0.8190302980295124
day1/members/bjorn/09_0318.webp,riddle,outputs/03_anonymisation/12_riddle/images/day1/members/bjorn/09_0318.webp,copied_no_face,0,0.1367064628174062,0.9901510961118302,0.009658665396273136,,,,,1.0,0.1367064628174062,0.0,1.0,0.8068266920745373,0.8984888940931837,0,,,,,,,0.998784601688385,,no_face,1.0,1.0,0.8984888940931837,0.9730290972534326,0.9744612583993145,0.9668495779532983,0.96319417585258
day1/members/bjorn/10_0088.webp,riddle,outputs/03_anonymisation/12_riddle/images/day1/members/bjorn/10_0088.webp,ok,4,0.5468258512696251,0.9842741347448539,0.013440343551337719,0.09949746821075678,0.0,0.0914339842274785,0.0,1.0,0.5468258512696251,0.0,1.0,0.7311931289732456,0.8577336318590498,4,0.6472983418506348,0.4297312498092651,0.1615231037139892,0.0,0.75,0.0,0.9983588457107544,0.3741887910177993,ok,1.0,1.0,0.6300237328235951,0.8964030180058914,0.9130594649808382,0.8786474216476676,0.8661612797373002
day1/members/bjorn/10_0130.webp,riddle,outputs/03_anonymisation/12_riddle/images/day1/members/bjorn/10_0130.webp,ok,5,0.6835323140870315,0.9833633786168082,0.019270235672593117,0.12251748368144036,0.0,0.07474284395575523,0.0,1.0,0.6835323140870315,0.0,1.0,0.6145952865481377,0.798979332582473,5,0.6949934332581968,0.4029796719551086,0.1862675547599792,0.0,0.4,0.0244718414660062,0.9982683658599854,0.3578758334798967,ok,1.0,1.0,0.5983564863589361,0.8722262193855249,0.8961799678384404,0.8667295678462332,0.8542337686175496
day1/members/bjorn/10_0501.webp,riddle,outputs/03_anonymisation/12_riddle/images/day1/members/bjorn/10_0501.webp,ok,7,0.956945239721844,0.976785753081202,0.030933739617466927,0.17999399453401566,0.0,0.1418388398098094,0.0,1.0,0.956945239721844,0.0,1.0,0.38132520765066147,0.6790554803659317,7,0.6987601172235995,0.4213032722473144,0.0980567559599876,0.0,0.5714285714285714,0.4706506418509154,0.9978103637695312,0.4880099186019972,ok,1.0,1.0,0.6154081878243244,0.8258112454789037,0.8661855172299854,0.8672035808951877,0.8587021416000128
day1/members/bjorn/11_0116.webp,riddle,outputs/03_anonymisation/12_riddle/images/day1/members/bjorn/11_0116.webp,ok,4,0.5468258512696251,0.983919892470461,0.020323198288679123,0.05345652834512293,0.0,0.043723542243242264,0.0,1.0,0.5468258512696251,0.0,1.0,0.5935360342264175,0.7887279633484392,4,0.7186056152446452,0.4281772375106811,0.1315082013607025,0.0,0.5,0.5470913782732827,0.9984210133552552,0.4991961911486059,ok,1.0,1.0,0.6649313822492042,0.8964030180058914,0.9130594649808382,0.8891197164753504,0.8783789570362633
day1/members/bjorn/12_0196.webp,riddle,outputs/03_anonymisation/12_riddle/images/day1/members/bjorn/12_0196.webp,copied_no_face,0,0.1322899235298249,0.9930562130857993,0.007749906275421381,,,,,1.0,0.1322899235298249,0.0,1.0,0.8450018744915724,0.9190290437886859,0,,,,,,,0.9992257356643676,,no_face,1.0,1.0,0.9190290437886859,0.9738889612070138,0.9752371669067328,0.9730976092573073,0.9704220236713766
