protocol,model,subgroup,image_count,ground_truth_boxes,prediction_boxes,ap,precision,recall,f1,true_positives,false_positives,false_negatives,zero_face_false_positive_images,zero_face_specificity,oapr_detector_score
01_baseline_500,retinaface_mobilenet_1920,all_images,500,1323,1450,0.7883424693519784,0.7372413793103448,0.8080120937263794,0.7710061305445366,1069,381,254,0,,0.7916835314893154
01_baseline_500,yunet_2026_1280,all_images,500,1323,2580,0.8469872299590472,0.4445736434108527,0.8669690098261527,0.5877530105047399,1147,1433,176,0,,0.7549254733542695
02_egocentric_stress_500,scrfd_10g_current_640,all_images,500,1284,1236,0.9118618043458583,0.9538834951456311,0.9182242990654206,0.9357142857142856,1179,57,105,0,,0.9261627153356579
02_egocentric_stress_500,fusion_yolo11s_scrfd10g_agreement,all_images,500,1284,1368,0.9292921741003966,0.8786549707602339,0.9361370716510904,0.9064856711915535,1202,166,82,0,,0.9229760114471206
02_egocentric_stress_500,fusion_yolo11s1280_scrfd10g_agreement,all_images,500,1284,1392,0.9319099762144428,0.8663793103448276,0.9392523364485982,0.9013452914798206,1206,186,78,0,,0.9224882725960267
02_egocentric_stress_500,fusion_yolo8s_scrfd10g_agreement,all_images,500,1284,1389,0.9271177853226981,0.8646508279337654,0.9353582554517134,0.8986157875046763,1201,188,83,0,,0.9191018957131593
02_egocentric_stress_500,fusion_yolo8s_yolo11s_scrfd10g_agreement,all_images,500,1284,1443,0.9303332017478367,0.8350658350658351,0.9384735202492211,0.8837550421708837,1205,238,79,0,,0.9144531322112983
02_egocentric_stress_500,yolo8s_widerface_repo_640,all_images,500,1284,1376,0.9129997979936723,0.8633720930232558,0.9252336448598131,0.8932330827067669,1188,188,96,0,,0.9110473491378959
02_egocentric_stress_500,yolo11s_widerface_640,all_images,500,1284,1333,0.9081475464613198,0.8844711177794449,0.9182242990654206,0.9010317157050057,1179,154,105,0,,0.9105508350967193
02_egocentric_stress_500,yolo11n_pose_widerface_640,all_images,500,1284,1322,0.9025796874341052,0.8888048411497731,0.9151090342679128,0.9017651573292401,1175,147,109,0,,0.9091426457214307
02_egocentric_stress_500,yolo8s_lindevs_640,all_images,500,1284,1356,0.9073167508873299,0.8709439528023599,0.9197819314641744,0.8946969696969697,1181,175,103,0,,0.9086268931561917
02_egocentric_stress_500,yolo11s_widerface_1280,all_images,500,1284,1344,0.8995161909622806,0.8683035714285714,0.9088785046728972,0.8881278538812786,1167,177,117,0,,0.89963334865056
02_egocentric_stress_500,dsfd_1920,all_images,500,1284,1329,0.8757344526435805,0.8638073739653875,0.8940809968847352,0.8786835055491772,1148,181,136,0,,0.887204261758911
02_egocentric_stress_500,yolo8s_lindevs_1280,all_images,500,1284,1407,0.8891372788114716,0.8230277185501066,0.9018691588785047,0.8606465997770345,1158,249,126,0,,0.8836793750702974
02_egocentric_stress_500,retinaface_mobilenet_1920,all_images,500,1284,1541,0.8393922887996258,0.7138221933809215,0.8566978193146417,0.7787610619469026,1100,441,184,0,,0.8229260673793349
02_egocentric_stress_500,yunet_2026_1280,all_images,500,1284,2840,0.8976006876589037,0.41725352112676056,0.9228971962616822,0.5746847720659554,1185,1655,99,0,,0.7852797226992584
combined_1000,fusion_yolo11s1280_scrfd10g_agreement,all_images,1000,2607,2681,0.9075320885703467,0.8877284595300261,0.9129267357115458,0.9001512859304084,2380,301,227,0,,0.9072130456481095
combined_1000,fusion_yolo11s_scrfd10g_agreement,all_images,1000,2607,2643,0.9032363150866676,0.8959515701853954,0.9083237437667817,0.9020952380952381,2368,275,239,0,,0.9055293999907572
combined_1000,fusion_yolo8s_scrfd10g_agreement,all_images,1000,2607,2694,0.9013942116867867,0.8782479584261321,0.9075565784426544,0.892661761931711,2366,328,241,0,,0.9009020123132663
