fold,relative_path,policy_category,selected_method,selection_source,score,privacy,utility
3,day2/members/tien/19_0512.webp,mixed_scale_face,layered_blur_downscale_noise,train_fold_category,0.8408324096204175,1.0,0.5009615870566672
3,day2/members/tien/20_0019.webp,medium_face,blur,train_fold_category,0.8770370254715418,1.0,0.62025173764966
3,day2/members/tien/20_0651.webp,motion_blur_or_low_sharpness,layered_blur_downscale_noise,train_fold_category,0.8665153231868358,1.0,0.5818604306763395
3,day3/members/luca/10_0668.webp,mixed_scale_face,layered_blur_downscale_noise,train_fold_category,0.8604771170536183,1.0,0.5644343924737367
3,day3/members/luca/11_0126.webp,medium_face,blur,train_fold_category,0.8260533248976953,0.8888888888888888,0.6360573546564054
3,day3/members/luca/11_0192.webp,motion_blur_or_low_sharpness,layered_blur_downscale_noise,train_fold_category,0.8496626425208453,1.0,0.5273172429422395
3,day3/members/luca/11_0673.webp,large_face,layered_blur_downscale_noise,train_fold_category,0.815154512833601,1.0,0.41827372242451244
3,day3/members/luca/12_0481.webp,no_face,no_action_copy,verified_no_face,1.0,1.0,1.0
3,day3/members/luca/13_0160.webp,small_face,blur,train_fold_category,0.8879658672299428,1.0,0.6602663483747315
3,day3/members/luca/13_0698.webp,single_face,layered_blur_downscale_noise,train_fold_category,0.8694059198980338,1.0,0.5939351822097007
