relative_path,method,face_crop_count,crop_ssim_mean,crop_lpips_mean,facenet_cosine_mean,facenet_reid_rate_050,facenet_reid_rate_060,facenet_reid_rate_070,landmark_pair_rate,landmark_error_mean,landmark_geometry_score,background_preservation_score,face_region_utility_score,metric_status
day3/members/tien/20_0434.webp,nullface,3,0.7373535688801467,0.3413655757904053,-0.058003321290016174,0.0,0.0,0.0,1.0,0.15833683170667964,0.5476090522666295,0.9974963665008545,0.6242932168289255,ok
day3/members/tien/20_0434.webp,diffusion_low_step,3,0.6530610303697091,0.4393080174922943,0.08691972494125366,0.0,0.0,0.0,1.0,0.17509304315887872,0.4997341624032037,0.9985107183456421,0.5338508831708262,ok
day3/members/tien/20_0434.webp,reverse_personalization,3,0.7995722630240877,0.2694145739078522,-0.24848748743534088,0.0,0.0,0.0,1.0,0.07862414012298959,0.7753595996486011,0.9985257387161255,0.7389828975660743,ok
day4/members/werner/18_0362.webp,blur,0,,,,,,,,,,0.9993078112602234,,no_face
day4/members/werner/18_0362.webp,pixelate,0,,,,,,,,,,0.9993078112602234,,no_face
day4/members/werner/18_0362.webp,solid_mask_black,0,,,,,,,,,,0.9985613226890564,,no_face
day4/members/werner/18_0362.webp,layered_blur_downscale_noise,0,,,,,,,,,,0.9985613226890564,,no_face
day4/members/werner/18_0362.webp,nullface,0,,,,,,,,,,0.9985613226890564,,no_face
day4/members/werner/18_0362.webp,diffusion_low_step,0,,,,,,,,,,0.9985613226890564,,no_face
day4/members/werner/18_0362.webp,reverse_personalization,0,,,,,,,,,,0.9985613226890564,,no_face
day1/members/cathal/12_0342.webp,blur,4,0.750125868353095,0.5580918788909912,0.027729224413633347,0.0,0.0,0.0,0.5,1.152947118879117,0.0,0.9991288185119629,0.3436807134563687,ok
day1/members/cathal/12_0342.webp,pixelate,4,0.7539442145346056,0.5439213514328003,0.3087008595466614,0.0,0.0,0.0,0.0,,0.0,0.9991289973258972,0.2700029524397311,ok
day1/members/cathal/12_0342.webp,solid_mask_black,4,0.013707434111751661,0.8448951244354248,0.1811801791191101,0.0,0.0,0.0,0.0,,0.0,0.9982509016990662,0.004797601939113081,ok
day1/members/cathal/12_0342.webp,layered_blur_downscale_noise,4,0.6672994158724171,0.6626696586608887,0.10583964735269547,0.0,0.0,0.0,0.0,,0.0,0.9982721209526062,0.23355479555534597,ok
day1/members/cathal/12_0342.webp,nullface,4,0.7185449149447004,0.32073426246643066,0.10155703872442245,0.0,0.0,0.0,0.75,0.10870790469763876,0.689405986578175,0.9947695732116699,0.6259750856419735,ok
day1/members/cathal/12_0342.webp,diffusion_low_step,4,0.5806100983156386,0.42408478260040283,0.34496429562568665,0.25,0.0,0.0,0.5,0.21501982444561843,0.3856576444410902,0.9983097314834595,0.41476741949545076,ok
day1/members/cathal/12_0342.webp,reverse_personalization,4,0.7978324926433802,0.23942741751670837,0.08220626413822174,0.0,0.0,0.0,1.0,0.23397034919005932,0.33151328802840185,0.9981316328048706,0.6424059856739294,ok
day3/members/florian/19_0198.webp,blur,1,0.8308601453471721,0.35820823907852173,0.5078188180923462,1.0,0.0,0.0,0.0,,0.0,0.9992125630378723,0.36169693133224934,ok
day3/members/florian/19_0198.webp,pixelate,1,0.8421076984832528,0.36607468128204346,0.8467069864273071,1.0,1.0,1.0,0.0,,0.0,0.9992151260375977,0.36170035382811677,ok
day3/members/florian/19_0198.webp,solid_mask_black,1,0.1438726484358974,0.562393069267273,0.7767436504364014,1.0,1.0,1.0,0.0,,0.0,0.9984427094459534,0.050355426952564085,ok
day3/members/florian/19_0198.webp,layered_blur_downscale_noise,1,0.7796520918544564,0.40600305795669556,0.5357239842414856,1.0,0.0,0.0,0.0,,0.0,0.9984460473060608,0.31987670317071193,ok
day3/members/florian/19_0198.webp,nullface,1,0.7441904139262854,0.2684454321861267,0.6429281234741211,1.0,1.0,0.0,0.0,,0.0,0.9971798062324524,0.3762439287811365,ok
day3/members/florian/19_0198.webp,diffusion_low_step,1,0.5189880830893389,0.5861049890518188,0.5550239086151123,1.0,0.0,0.0,0.0,,0.0,0.9984694123268127,0.18164582908126858,ok
day3/members/florian/19_0198.webp,reverse_personalization,1,0.9326516517120768,0.07123909145593643,0.3517712950706482,0.0,0.0,0.0,0.0,,0.0,0.9984361529350281,0.5408085360965489,ok
day4/members/allie/18_0334.webp,blur,1,0.8799215418128622,0.2872270345687866,0.6904053688049316,1.0,1.0,0.0,1.0,0.08639825113261172,0.7531478539068236,0.9992385506629944,0.7526459858268144,ok
day4/members/allie/18_0334.webp,pixelate,1,0.9075032218880151,0.5358359217643738,0.9230489134788513,1.0,1.0,1.0,1.0,0.0938694770841493,0.7318014940452877,0.9992399215698242,0.6505765011721273,ok
day4/members/allie/18_0334.webp,solid_mask_black,1,0.021870571468948788,0.8875526189804077,-0.12103401124477386,0.0,0.0,0.0,0.0,,0.0,0.9984402060508728,0.007654700014132075,ok
day4/members/allie/18_0334.webp,layered_blur_downscale_noise,1,0.7619839504354934,0.516444742679596,0.20141646265983582,0.0,0.0,0.0,0.0,,0.0,0.9984610676765442,0.2666943826524227,ok
day4/members/allie/18_0334.webp,nullface,1,0.732194687065799,0.2877703905105591,-0.057340752333402634,0.0,0.0,0.0,1.0,0.07407180869874974,0.788366260860715,0.9945822358131409,0.7094745104329289,ok
day4/members/allie/18_0334.webp,diffusion_low_step,1,0.6156266641519187,0.3935522437095642,0.39900046586990356,0.0,0.0,0.0,1.0,0.08183638372884428,0.7661817607747307,0.9984535574913025,0.6102386507920722,ok
day4/members/allie/18_0334.webp,reverse_personalization,1,0.7955414318264022,0.24818086624145508,-0.14603081345558167,0.0,0.0,0.0,1.0,0.06810756581861283,0.8054069548039633,0.9982538223266602,0.755700806719504,ok
day4/members/werner/09_0017.webp,blur,0,,,,,,,,,,0.9991553425788879,,no_face
day4/members/werner/09_0017.webp,pixelate,0,,,,,,,,,,0.9991553425788879,,no_face
day4/members/werner/09_0017.webp,solid_mask_black,0,,,,,,,,,,0.9982144236564636,,no_face
day4/members/werner/09_0017.webp,layered_blur_downscale_noise,0,,,,,,,,,,0.9982144236564636,,no_face
day4/members/werner/09_0017.webp,nullface,0,,,,,,,,,,0.9982144236564636,,no_face
day4/members/werner/09_0017.webp,diffusion_low_step,0,,,,,,,,,,0.9982144236564636,,no_face
