method,n_images,n_success,privacy_score_three_attacker,enhanced_utility_score,face_region_utility_score,landmark_pair_rate,background_preservation_score,runtime_seconds,constrained_score,high_compute_score
blur,500,500.0,0.9419259259259259,0.7393065181238513,0.3600565754202276,0.18321539964599454,0.9991815569400787,0.492744408,0.8833741728292924,0.8757328131296701
pixelate,500,500.0,0.7580694805194805,0.7542533121714442,0.3809935428547415,0.13350992727763267,0.9991850682497024,0.48575424399999995,0.7960566641001208,0.7890826523499765
solid_mask_black,500,500.0,0.9920732804232804,0.5676846510636459,0.011796544853160996,0.0012747875354107649,0.9982631577253341,0.427300688,0.8581546746593752,0.8411853654257798
layered_blur_downscale_noise,500,500.0,0.980810052910053,0.6927380944770735,0.2587506331479681,0.0032577903682719546,0.9983229483366013,0.440964332,0.8897889134252596,0.879227966785249
nullface,500,500.0,0.9420670995670996,0.7714476264596781,0.5726281921564809,0.7162504241116139,0.9945033502578735,20.167529,0.8042390503023596,0.8606206644666728
diffusion_low_step,500,500.0,0.9701076238576238,0.7389734866779093,0.39879470409191253,0.5313643312935097,0.9983047609329223,2.29643385,0.8734753363223796,0.8830921983475788
reverse_personalization,500,482.0,0.8704156084656084,0.7978138623900379,0.668434197179266,0.8040428808339256,0.9982485648754721,139.439574,0.770951962949893,0.8115651842240273
