method,relative_path,non_sensitive_ssim,full_frame_utility,SSIM,privacy_score_legacy
blur,day4/members/luca/10_0077.webp,0.9990938410878529,0.8917957429379841,0.9939041839124008,1.0
blur,day3/members/stevan/20_0090.webp,0.9989785096668546,0.9940451464613412,0.9979199859308964,1.0
blur,day3/members/klaus/18_0283.webp,0.9990030390779546,0.7618058591045476,0.98389711359293,1.0
blur,day4/members/bjorn/08_0670.webp,0.9989762863014948,0.9672435393862991,0.9949929457769928,1.0
blur,day3/members/luca/18_0517.webp,0.9990757764532582,0.8554851911808545,0.9884400061956038,1.0
blur,day1/members/onanong/14_0049.webp,0.9991501356070919,0.8365405722136392,0.9898029414167194,1.0
blur,day1/members/luca/15_0372.webp,0.9990973367767383,0.8632252543807288,0.987058220732264,0.8333333333333334
blur,day4/members/cathal/13_0418.webp,0.9991889970737873,0.8847124101629218,0.989241553477518,1.0
blur,day1/members/bjorn/10_0088.webp,0.9989937524500977,0.9634130217863516,0.9942317535695224,1.0
blur,day2/members/werner/10_0252.webp,0.9991406691148947,0.7869918937320992,0.988200156854686,0.75
blur,day4/members/bjorn/13_0126.webp,0.9989740586003215,0.8660378663368877,0.9892388922230118,1.0
blur,day1/members/bjorn/11_0116.webp,0.999110455729368,0.9099335903893602,0.9927812611005092,1.0
blur,day3/members/klaus/09_0194.webp,0.9992285148970067,0.9793414114661524,0.9962316676348464,1.0
blur,day3/members/klaus/20_0128.webp,0.9987134591623091,0.9444065777984292,0.9943465505594076,1.0
blur,day1/members/florian/08_0341.webp,0.9990492830229102,0.9946722777818644,0.997644835878599,1.0
blur,day3/members/cathal/12_0524.webp,0.9989328533732104,0.9905357416478292,0.998171252615997,1.0
blur,day2/members/onanong/17_0009.webp,0.9988031619086284,0.969367958168624,0.9961048793627584,1.0
blur,day3/members/klaus/12_0480.webp,0.9996415174723388,0.9948926321091554,0.9995552524645728,1.0
blur,day1/members/werner/19_0255.webp,0.9990428936275416,0.9540777442801068,0.9951269633716486,0.5
blur,day1/members/werner/13_0606.webp,0.9989701203509501,0.9936915390683284,0.997602481912066,1.0
blur,day4/members/bjorn/10_0076.webp,0.9990344216676736,0.992776086411712,0.9976582487063356,1.0
blur,day3/members/luca/19_0582.webp,0.9990779535364308,0.9926744982683512,0.9981396992857464,1.0
blur,day1/members/bjorn/18_0134.webp,0.9988933159805379,0.8083912550134458,0.9889126357879237,1.0
blur,day4/members/luca/10_0115.webp,0.9990059484838426,0.8922964015027457,0.9922586636584152,0.5
blur,day3/members/bjorn/18_0483.webp,0.9989267805166079,0.8085043898962612,0.9850599734470596,1.0
blur,day2/members/tien/19_0512.webp,0.9991834468861134,0.7069581345616822,0.9800861494539268,0.9375
blur,day2/members/stevan/11_0452.webp,0.9990714567173661,0.7859720381718143,0.9842077975712744,1.0
blur,day1/members/tien/08_0068.webp,0.9992026982993208,0.995694924033345,0.9981024131488152,1.0
blur,day1/members/florian/18_0328.webp,0.9990765786191081,0.9944913397745524,0.997774614946417,1.0
blur,day2/members/onanong/18_0325.webp,0.9990681122028141,0.846335203773954,0.9877383958839944,1.0
blur,day2/members/cathal/10_0597.webp,0.9989440470817511,0.8730231938648887,0.9897604669906034,0.75
blur,day3/members/klaus/11_0207.webp,0.9990891667000126,0.9953807834865038,0.9981287097983952,1.0
blur,day2/members/bjorn/15_0627.webp,0.9991826784597566,0.9962004919941156,0.9980942170945166,1.0
blur,day2/members/onanong/14_0193.webp,0.9991149675546199,0.8640817067680264,0.9872563479656984,1.0
blur,day2/members/onanong/10_0373.webp,0.9990535345302572,0.8642797840342018,0.989180989107508,1.0
blur,day4/members/bao/11_0220.webp,0.9989541267750054,0.9116905005151992,0.9915591943015584,1.0
blur,day2/members/klaus/15_0590.webp,0.9991965967805548,0.9966616027387618,0.9979869560650204,1.0
blur,day1/members/werner/11_0547.webp,0.9996197336337346,0.996950216060512,0.9992639741255124,1.0
blur,day3/members/klaus/18_0613.webp,0.9988460923687734,0.8588160699579301,0.9868056726402408,1.0
blur,day1/members/cathal/10_0708.webp,0.9989536555200832,0.9449986486583436,0.9932644119261674,1.0
blur,day1/members/tien/19_0392.webp,0.9990221529010022,0.826430413659603,0.987488455645622,0.8888888888888888
blur,day4/members/luca/11_0464.webp,0.9990545307379414,0.8361564306711098,0.986756792325763,1.0
blur,day3/members/allie/10_0655.webp,0.998847577858181,0.9942655572232052,0.9973246034061926,1.0
blur,day2/members/allie/13_0179.webp,0.9992895745288862,0.9972981634108616,0.998047112119624,1.0
blur,day1/members/florian/15_0647.webp,0.9991017017072082,0.995784382684263,0.9979356584355504,1.0
blur,day2/members/klaus/12_0531.webp,0.9989497994082647,0.993600414256532,0.9973935347627184,1.0
blur,day1/members/bjorn/15_0586.webp,0.9990988523386077,0.9954171565128213,0.9977370477746614,1.0
blur,day1/members/bjorn/09_0318.webp,0.9990584379048032,0.9937414980944536,0.9977385480858968,1.0
blur,day3/members/allie/12_0148.webp,0.9989780039044301,0.9442913357188844,0.9931820988695906,1.0
blur,day1/members/klaus/17_0521.webp,0.9990043825696439,0.8508776826356597,0.9903817306349172,0.875
blur,day2/members/luca/10_0586.webp,0.9991835898799022,0.91902080151711,0.9911341587359528,1.0
blur,day4/members/onanong/11_0656.webp,0.9989970402765037,0.7726380135031716,0.9847919604007754,0.8571428571428572
blur,day1/members/onanong/17_0468.webp,0.9990787018343831,0.9683444526529366,0.9950720553320752,1.0
